MAX,MIN,RMS,KURTOSIS,SKEWNESS,Status
6700.0,-8860.0,3333.16593198186,-1.1505870698547167,-0.29779793094049134,Zdrowy
19637.0,-22493.0,8706.831856524674,-0.4551461023145307,-0.1930288077183508,Zdrowy
13972.0,-10763.0,5134.7718956228055,-0.47446748308793785,0.5503980303100747,Zdrowy
12612.0,-13395.0,3274.1676329147413,0.23829116096906233,0.5788301155881774,Zdrowy
12012.0,-13756.0,4773.81591253513,-0.9412391366891728,0.3526482766250638,Zdrowy
18852.0,-18442.0,7312.5963968561355,-0.24433695082875184,-0.015503741852588236,Zdrowy
10397.0,-8055.0,4124.93915690371,-0.9474965707755767,0.4654571116817032,Zdrowy
23455.0,-29346.0,7307.273381507528,0.982376094946841,-0.33127530033018826,Zdrowy
29010.0,-27975.0,9496.535587549957,0.8309384418987467,0.32618422150174886,Zdrowy
10860.0,-10919.0,5391.9520728949365,-1.1228578211293994,0.10651472809647783,Zdrowy
12391.0,-18971.0,5486.3887173948615,0.39789019237058865,-0.7263539480390987,Zdrowy
12629.0,-8317.0,4440.434451211287,-0.8505817870258654,0.5586721032382203,Zdrowy
6392.0,-10457.0,4976.84593022097,-0.7784037068731142,0.6892647174484827,Zdrowy
14087.0,-14139.0,5343.576308179766,-0.42402863897449405,0.06323359363284517,Zdrowy
13536.0,-9624.0,4412.4859979706,-0.4680738828168902,0.7232040687356878,Zdrowy
25596.0,-14345.0,6513.946948380078,0.4800979554705105,0.8622930182557493,Zdrowy
21236.0,-11935.0,4830.922589391193,2.040919116076412,1.1795149991919507,Zdrowy
16970.0,-22134.0,8497.454592806425,-0.6629713536529391,-0.1996407703189448,Zdrowy
19541.0,-24666.0,8430.485219637352,0.02866309243609333,-0.40940685390579534,Zdrowy
21031.0,-23832.0,8057.352455767193,-0.3080200629638239,-0.05681914996937569,Zdrowy
16394.0,-8163.0,4931.48069929341,0.9035470079500483,1.329490089363051,Zdrowy
9598.0,-10857.0,4048.6601376802714,-0.7401577384392835,-0.01368246092337428,Zdrowy
20112.0,-20188.0,7335.832115902666,-0.6150228335152388,-0.1410863551206816,Zdrowy
15227.0,-14435.0,5373.866798442439,-0.46263753670663865,0.6088133830647204,Zdrowy
14709.0,-16806.0,4375.567461500977,0.8147169971889743,0.3685084459230888,Zdrowy
15724.0,-16991.0,5081.124349985655,0.38825862210208717,0.007909079934787575,Zdrowy
8925.0,-11181.0,3212.6817293482936,0.07291542110138316,0.3188566860721006,Zdrowy
11176.0,-8236.0,3562.4441503648864,-0.3713146547711861,0.783570757356049,Zdrowy
20263.0,-14771.0,7460.300583752545,0.0449910465037866,0.8605352986078242,Zdrowy
24910.0,-24005.0,9635.540426863228,-0.7888797162972847,0.4292997971916773,Zdrowy
21089.0,-20850.0,6907.996757356321,0.09160347772466926,0.1595731568753038,Zdrowy
19353.0,-22279.0,8280.022612185438,-0.5945406987240771,0.024181693033181677,Zdrowy
18815.0,-11380.0,6144.585590394373,0.7605474798877068,0.9751882181125145,Zdrowy
8946.0,-7251.0,2739.2681009022413,0.08486886082505274,0.5806702600820631,Zdrowy
17257.0,-15171.0,5887.771674481004,0.005085820361624638,0.5043772915383289,Zdrowy
14259.0,-11432.0,4639.3447489354585,-0.2732964354315719,0.8519246767186328,Zdrowy
14771.0,-17563.0,6916.401135075673,-0.6715253327518274,0.011286060085669384,Zdrowy
19101.0,-20374.0,6228.612820867802,0.5738325731034308,0.3271790263912886,Zdrowy
20765.0,-18327.0,6745.49223825761,0.3608367510967052,0.919408640168751,Zdrowy
14922.0,-13102.0,4760.478698360092,-0.6765467140349055,0.4396876618747105,Zdrowy
10866.0,-14163.0,4411.451973978608,-0.26666125357022397,-0.06910678436145908,Zdrowy
23066.0,-22770.0,7130.960504262307,0.8436454429247493,0.7147328594471066,Zdrowy
21010.0,-18354.0,5604.040978227601,0.4299067663689713,0.43013858989003423,Zdrowy
21751.0,-13097.0,5239.675255088964,0.31731693775722825,0.9254509889904804,Zdrowy
15252.0,-19342.0,4788.781957366866,0.27420083723195976,-0.07027076401466933,Zdrowy
15629.0,-13109.0,5202.933069293645,0.05813251294153243,0.36728327065922384,Zdrowy
18170.0,-19872.0,6864.240724317139,-0.06571626863234581,-0.19537591464405552,Zdrowy
19333.0,-21511.0,7537.838163356612,-0.7893926565839346,0.2960200411441096,Zdrowy
15954.0,-28076.0,6999.798275072236,1.3733381358277539,-1.265358434067149,Zdrowy
26008.0,-23094.0,7392.195848969234,1.5686779651086482,0.7015435473185309,Zdrowy
16565.0,-17250.0,5955.900281039237,-0.5709459143488789,-0.10824834777114914,Zdrowy
20135.0,-16429.0,5781.230822767437,0.11907983007267386,0.7619642238520725,Zdrowy
15929.0,-14460.0,5642.806033375256,0.16885729208522093,0.5820679285047902,Zdrowy
14197.0,-10282.0,5285.436680667802,-0.5113305880296073,0.4905534050582986,Zdrowy
15567.0,-19415.0,6684.881859306916,-0.46494982354121284,0.029711233482722955,Zdrowy
13489.0,-14297.0,5670.567796405102,0.9981252779605696,1.1561197354393362,Zdrowy
8729.0,-7598.0,3125.2706336247643,-0.26159018199489914,0.7285615188604564,Zdrowy
